"address","categoryName","phone","postalCode","reviewsCount","state","title","website"
"Shop No 03, Aneeba fashion, Belgrami Rd, near Gol building, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Clothing store","+91 86918 65834","400070","56","Maharashtra","Aneeba Kidswear Retail & Wholesale | Jeans T-Shirt Cord Set","https://aneebakidswear.com/"
"Bandi Bazaar, Nair Wadi, Asalpha, Mumbai, Maharashtra 400072, India","Baby clothing store",,,"1","Maharashtra","KGN Clothing",
"noor baby diaper,s, Santacruz (w, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India","Baby store",,"400054","0","Maharashtra","Noor baby diaper",
"Road No. 2, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Children's clothing store","+91 82918 76331","400043","14","Maharashtra","Fashion World","https://www.instagram.com/fashion_world.l1?utm_source=qr&igsh=MXV5YXFmZ2J6MGMyNw=="
"Shop 1 2 3, Raigad Darshan, Station, below Metro Station D N Nagar, Sahayog Nagar, Bhudargarh Colony, Andheri West, Mumbai, Maharashtra 400053, India","Children's store","+91 99203 19191","400053","266","Maharashtra","Glory Shopee",
"L 244/1, LBS MARG, Dreams Mall Rd, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store",,,"2",,"INFINITY",
"Plot no 18-j-2 ROAD NO 9, MARKET, Govandi Slums, Govandi West, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043, India","Day care center",,,"0",,"Khan Brothers Baby Mart",
"Shop No 5, Vaidya Bungalow, Mahatma Gandhi Rd, near Oopposite Bankl Of India, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store",,"400086","0","Maharashtra","Siddhi Kids Wear",
"Vinobha Bhave Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby clothing store",,"400070","0","Maharashtra","Peekaboo Kids Closet",
"Shop No.15, 1st Floor, East Point Mall, SG Barve Marg, Jagruti Nagar, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India","Children's clothing store","+91 84510 61403","400024","41","Maharashtra","DAPP KIDS",
"Chakala, Andheri East, Mumbai, Maharashtra 400099, India","Baby clothing store","+91 98190 39685","400099","20","Maharashtra","chibby","http://www.chibby.in/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10202584056813994649"
"Shop no 10, matchwala compound, Santacruz Railway Station Rd, near mahavir tha home Store, Bajaj Wadi, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India","Clothing store","+91 79773 01323","400054","0","Maharashtra","ASTHA New born baby and kids wear",
"Jyot Lila, Gokhale Nagar, Chaitanya Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076, India","Clothing store","+91 98338 52233","400076","43","Maharashtra","Jyot Lila",
"Shop No.6, Elchiwala Building, Mahatma Gandhi Rd, opp. Kapol Wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store","+91 98702 69964","400086","32","Maharashtra","Saloni Kids Wear",
"Shop No.31, Jalaram Nagar No.2, Vallabh Baugh Lane, Mahatma Gandhi Rd, Ghatkopar East, ANKITATAILORS, Maharashtra 400077, India","Tailor","+91 97733 56083","400077","4","Maharashtra","BHULKU NEW BORN BABY SHOP & KIDS IMPORTED CLOTHING & ACCESSORISE",
"Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Clothing store","+91 1800 889 8000","400086","0","Maharashtra","H&M","https://www2.hm.com/en_in/customer-service/shopping-at-hm/store-locator/india/mumbai/r-city/IN0026.html?utm_source=google_location&utm_medium=organic&utm_content=IN0026&utm_campaign=pi_INQ00AAU0AA004"
"Samhita Complex, 23, Anil Chambers Telephone Exchange, behind Saki Naka, Andheri East, Mumbai, Maharashtra 400072, India","Children's clothing store","+91 77188 54563","400072","0","Maharashtra","Little Clothings","http://www.littleclothings.com/"
"Q/10, Plot 43, Road No. 6, Govandi Slums, Govandi West, Sai Baba Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Children's clothing store",,"400043","0","Maharashtra","HABIB GARMENTS",
"Shop No-6&7,Milan Commercial Centre,Anuradha Co-Op Society, 2 nr, Milan Subway, Santacruz (West), Mumbai, Maharashtra 400054, India","Children's clothing store","+91 98679 75780","400054","16","Maharashtra","Havok Clothings","http://www.havokclothing.com/"
"Silakaari The Fashion Café, Shah Industrial Premises, CSL, Deonar Village Rd, landmark Unit 11, opp. Tridhaatu Morya, Deonar, Govandi East, Mumbai, Maharashtra 400088, India","Clothing store",,"400088","80","Maharashtra","Silakaari - The Fashion Store !","http://silakaari.com/"
"opp. L2K, near Codes, Khar, Old, Khar West, Mumbai, Maharashtra 400052, India","Baby clothing store",,"400052","4","Maharashtra","Cherry Kids Wear",
"Shop No 5, Lal Bahadur Shastri Marg, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Children's clothing store","+91 98678 18725","400070","2","Maharashtra","G JUNIOR",
"Phoenix Market City Mall, Kaveri Estate, Lal Bahadur Shastri Marg, below PVR Cinemas, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Clothing store","+91 86579 59712","400070","2589","Maharashtra","Pantaloons (Phoenix Market City, Mumbai)","https://stores.pantaloons.com/pantaloons/stores-in-mumbai/stores-in-kurla-west/pantaloons-in-kurla-west-mumbai--f4fc3f4a-fe5e-4892-b28a-70f6f66f099f/home"
"Marina Bldg, Juhu Tara Rd, Nazir Wadi, Theosophical Housing Colony, Juhu, Mumbai, Maharashtra 400049, India","Boutique","+91 22 2612 4007","400049","6","Maharashtra","Chic Baby","http://www.chicbaby.in/"
"Shop No. 01, Line No. B, Plot No. 06, near Hindustan Bank, Shivaji Nagar Number 1, Govandi West, Shivaji Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Women's clothing store","+91 91360 81118","400043","18","Maharashtra","Farwaniya Hijab",
"Shop No .7, Halwai Nagar Building, Sahar Rd, opp. Jain Temple, Navpada, Netaji Subhash Nagar, Andheri East, Mumbai, Maharashtra 400069, India","Clothing store","+91 95940 19983","400069","5","Maharashtra","Vstyle",
"Shop no. 3, Mohini Tower, 5th Rd, behind hotel shiv Sagar, Govind Dham, Khar West, Mumbai, Maharashtra 400052, India","Baby clothing store",,"400052","2","Maharashtra","Little duck",
"Shop no. 19, Nilkanth Market, Mahatma Ghandhi Rd, & 20, Ghatkopar East, Mumbai, Maharashtra 400077, India","Children's clothing store","+91 87793 83195","400077","10","Maharashtra","Viraj Children's Wear",
"New post office, sayba palace, 34-35/A, New Mill Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby clothing store","+91 98218 08088","400070","5","Maharashtra","Sayba kid's wear",
"8th floor, Eudora building, 17th Rd, Khar, Khar West, Mumbai, Maharashtra 400052, India","Children's clothing store","+91 98206 88721","400052","23","Maharashtra","Balsara Boutique (Frills and Flowers)",
"504, Linking Rd, opp. Mc. Donalds, Khar West, Mumbai, Maharashtra 400052, India","Children's clothing store","+91 93245 99564","400052","46","Maharashtra","Selection",
"Shop Number 05, Super Bazar, Santacruz Railway Station Rd, Navin Nagar, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India","Baby clothing store","+91 76666 77755","400054","2","Maharashtra","YUSRAH KIDS WEAR",
"3. 12/36, Kurla W Sta Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400070, India","Children's clothing store","+91 97027 75520","400070","0","Maharashtra","Kids World",
"Sanitorium Ln, Bhatwadi, Kapol wadi, Pant Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store","+91 98947 51201","400086","1","Maharashtra","Arihant Emporium",
"37, Hill Rd, opp. Elco Market, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India","Children's clothing store","+91 99670 22325","400050","22","Maharashtra","Dots",
"Shant Sakha building, Nehru Rd, above Adar Udupi Refreshments, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India","Baby clothing store","+91 98605 01589","400057","7","Maharashtra","Cuddles & Coddles",
"Shop No.3, Roshan House,plot Nbr 130 35th Road, Old Khar, Khar Rd, W, Mumbai, Maharashtra 400052, India","Children's clothing store","+91 97027 82045","400052","3","Maharashtra","Krishna Collection (Children wear)","http://www.krishnacollection.com/"
"Air india, 180, Kalina Kurla Rd, opposite union bank, Santacruz, Mumbai, Vidya Nagari, Kalina, e, Mumbai, Maharashtra 400098, India","Children's clothing store","+91 86919 07005","400098","1","Maharashtra","Deepak Stores",
"5B, 160, Mittal Industrial Estate Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Children's clothing store",,"400059","90","Maharashtra","Kidipoo","http://www.kidipoo.com/"
"B/1, Plot no 38, Road No.5, Govandi Slums, Govandi West, Adasa Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Children's clothing store","+91 81089 78207","400043","1","Maharashtra","A.S.brothers",
"Silver Pearl Building, 204, 218, Waterfield Road, Bandra West, Mumbai, Maharashtra 400050, India","Baby store","+91 91674 40140","400050","4","Maharashtra","Malabar Baby India","https://allthingsbaby.com/collections/malabar-baby"
"Shop no.6 & 14 Amrapali shopping centre, Vaikunthlal Mehta Rd, near sahakari Bhandar, JVPD Scheme, Vile Parle West, Maharashtra 400049, India","Clothing supplier","+91 98201 40342","400049","9","Maharashtra","Urban clothing",
"Shop No 2, Plot No 555, 33rd Rd, Khar, Khar West, Mumbai, Maharashtra 400052, India","Children's clothing store","+91 98670 79796","400052","5","Maharashtra","Masti Kids Wear",
"Shop no.49, Shyam Kamal Building, A, Monghibai Rd, Agarwal Market, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India","Clothing store","+91 22 4978 5517","400057","3","Maharashtra","Tycoon Menswear",
"Sai Commercial Complex, 504, Linking Rd, Khar West, Mumbai, Maharashtra 400052, India","Clothing store","+91 22 2604 6009","400052","6","Maharashtra","Tan-Zeb",
"Business Suites 9, SV Rd, Saraswat Nagar, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India","Children's clothing store","+91 77388 21102","400054","57","Maharashtra","Vern Kids from the House of Telon India","https://telonindia.com/"
"near Railway Station, Khar, Khar (E, Jawahar Nagar, Khar East, Mumbai, Maharashtra 400051, India","Clothing store","+91 97690 12295","400051","64","Maharashtra","Maharashtra Family Shop",
"120, Fashqua, Deepchand Shopping Centre, Santacruz Railway Station Rd, Bajaj Wadi, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India","Children's clothing store","+91 97695 95325","400054","12","Maharashtra","Shavli",
"santacruz(w, Shop No.2 , Rajnath Singh Estate, near Sambhaji Garden, Kothu Wadi, Mumbai, Maharashtra 400054, India","Children's clothing store","+91 99095 63278","400054","1","Maharashtra","Yukti Fashion -Girls Wear","https://www.yuktifashion.in/"
"Shop No 01,02,03, First Floor, K Star Mall, VN Purav Marg, near Diamon Garden, Diamond Garden, Basant Garden, Chembur, Mumbai, Maharashtra 400071, India","Clothing store","+91 86579 59735","400071","560","Maharashtra","Pantaloons (K-Star Mall, Mumbai)","https://stores.pantaloons.com/pantaloons/stores-in-mumbai/stores-in-chembur/pantaloons-in-chembur-mumbai--4aa6e2cf-17a9-4c7d-8e3d-78bc66ce4cdd/home"
"Ghatkopar, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India","Baby clothing store",,"400077","0","Maharashtra","VEDANSH CREATION",
"Shop No F18C, First Floor, R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Clothing store","+91 86579 59709","400086","2052","Maharashtra","Pantaloons (R City Mall, Mumbai)","https://stores.pantaloons.com/pantaloons/stores-in-mumbai/stores-in-ghatkopar-west/pantaloons-in-ghatkopar-west-mumbai--de0457e5-c932-4f1a-9503-10042fd85df6/home"
"67, Ground Floor, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Clothing store","+91 1800 209 9901","400086","1576","Maharashtra","Westside","https://www.westside.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=westside-gmb"
"PUSHPANJALI SOCIETY, SV Rd, Santacruz (West), Mumbai, Maharashtra 400054, India","Baby clothing store",,"400054","0","Maharashtra","MISS OLIVE",
"Shop 2, Biradari Building, Mahatma Gandhi Rd, opposite बैंक ऑफ़ बरोडा, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store","+91 98211 65688","400086","9","Maharashtra","Chheda Readymade Store",
"Arun bazer, Santacruz Railway Station Rd, Willingdon, Santacruz, Mumbai, Maharashtra 400054, India","Children's clothing store",,"400054","0","Maharashtra","Kids clothes",
"K L, Victoria Santacruz W, CTS. No. G, 2 of Village, 30/1 & G/30, Mumbai, Maharashtra 400054, India","Clothing store","+91 1800 889 8000","400054","208","Maharashtra","H&M","https://www2.hm.com/en_in/customer-service/shopping-at-hm/store-locator/india/mumbai/hm-k-l-victoria/IN0068.html?utm_source=google_location&utm_medium=organic&utm_content=IN0068&utm_campaign=pi_INQ00AAU0AA004"
"Santacruz Railway Station Rd, Near seasons showroom gate, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India","Children's clothing store",,"400054","0","Maharashtra","Elegant Fashion",
"Shop Number, 3R5R+6R9, 18, Kherwadi Rd, Kherwadi, Bandra East, Mumbai, Maharashtra 400051, India","Men's clothing store",,"400051","2","Maharashtra","Dollar",
"At Kumu, Villa Chawl, Room No 3 Ground Floor Situated & Lying, Kothu Wadi, Santacruz (West), Mumbai, Maharashtra 400054, India","Clothing supplier","+91 98922 41951","400054","5","Maharashtra","Jay Ambe Apparels ( Me-Alija)",
"Lal Bahadur Shastri Marg, Kamani, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Clothing store","+91 1800 889 8000","400070","3264","Maharashtra","H&M","https://www2.hm.com/en_in/customer-service/shopping-at-hm/store-locator/india/mumbai/phoenix-market-city/IN0008.html?utm_source=google_location&utm_medium=organic&utm_content=IN0008&utm_campaign=pi_INQ00AAU0AA004"
"CROWN, 2nd Hasnabad Ln, Willingdon, Santacruz West, Mumbai, Maharashtra 400054, India","Designer clothing store","+91 81083 24443","400054","1","Maharashtra","fARHEENzs SELECTIONs & COLLECTIONs","http://www.farheenzs.com/"
"Gandhi Bazaar, near Jhulelal Mandir, Chembur Camp, Mumbai, Maharashtra 400074, India","Lingerie store","+91 97733 48340","400074","16","Maharashtra","Anil Hosiery Store",
"Gali no d3 plot, No 27, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Children's clothing store",,"400043","0","Maharashtra","S A KIDS FASHION",
"Ground Floor, Unit No.G-9, R City Mall, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Western apparel store","+91 22 4783 1373","400086","23","Maharashtra","Gap R City","https://gap.ajio.com/"
"Shop no.1, Taxi Stand, Road No. 1, near sai baba mandir, opposite parksite, Vikhroli Park Site, Parksite Colony, Vikhroli West, Mumbai, Maharashtra 400079, India","Baby store","+91 72084 04644","400079","3","Maharashtra","Diaper House baby & adults diaper Wholesale",
"Shop No 2, Ground floor, K Star Mall, VN Purav Marg, opposite Daimond Garden, Diamond Garden, Sindhi Society, Chembur, Mumbai, Maharashtra 400071, India","Clothing store","+91 22 3562 9505","400071","743","Maharashtra","Jockey Exclusive Store","https://stores.jockey.in/jockey-exclusive-store-sindhi-society-mumbai-6249/home"
"Near Kapolwadi, Samavsaran Building, Mahatma Gandhi Rd, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store","+91 98195 54550","400086","3","Maharashtra","Rachana","http://rachanasansad.edu.in/"
"Shop No.6, Myra Sadan, W, Sonapur Ln, opp. City Hospital, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Children's clothing store","+91 90822 11552","400070","0","Maharashtra","My Choice",
"3V8H+G9J, Kurla W Sta Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Children's clothing store","+91 91372 12421","400070","0","Maharashtra","Junior Party",
"13, 3rd floor, Raju Mansion, CLUSTER_MUMBAI SUBURBAN_402, Off, Vallabhbaug Ln, Railway Police Colony, Ghatkopar East, Mumbai, Maharashtra 400075, India","Baby store",,"400075","0","Maharashtra","TRAVELICIOUS BABY",
"Shop no, Bakhtawar Building, 4, Kalina Jama Masjid Ln, Kolivery Village, Kalina, Andheri West, Mumbai, Maharashtra 400029, India","Children's clothing store",,"400029","19","Maharashtra","Alishba kids store",
"Shop no.04, Bldg, Pandit Jawaharlal Nehru Rd, Mulund West, Mumbai, Maharashtra 400080, India","Women's clothing store","+91 83559 08281","400080","144","Maharashtra","Kalpana Best Kid's & Ladies Wear shop",
"shop no.1, Station Rd, opp. ramwadi, Tagore Nagar, Vikhroli East, Mumbai, Maharashtra 400083, India","Clothing store","+91 98197 97981","400083","65","Maharashtra","SANSKRUTI women & kids fashion wear संस्कृती लेडीज आणी किड्स फॅशन वेर",
"City Mall, Phoenix Market, Unit No F-64, First Floor, Lal Bahadur Shastri Marg, Mumbai, Maharashtra 400070, India","Clothing store","+91 22 4011 3429","400070","238","Maharashtra","Jockey Exclusive Store","https://stores.jockey.in/jockey-exclusive-store-kurla-west-mumbai-37608/home?utm_source=GBP"
"Mehtab Lane, Shop No 7 Mehtab Lane, SG Barve Marg, opposite Royal Hotel, Kurla West, Mumbai, Maharashtra 400070, India","Children's clothing store","+91 98922 42054","400070","3","Maharashtra","Sweeties Kids",
"Shop No 459, New Mill Rd, near Post office, BMC Colony, W, Kurla, Mumbai, Maharashtra 400070, India","Clothing store",,"400070","4","Maharashtra","One Man Show - Kids Wear",
"Milan shopping centre, 6, Mahatma Gandhi Rd, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Clothing store","+91 98330 50708","400086","4","Maharashtra","Mascot House of New Born & children's wear","http://www.mascot.in/"
"Plot No 16 ,Line -A,Room no - 1 , Road no 2, Bhaji Market Shivaji Nagar, Govandi East, Mumbai, Maharashtra 400043, India","Children's clothing store",,"400043","5","Maharashtra","HAPPY KIDz COLLECTION",
"17, C/1, Road No. 2, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Children's clothing store","+91 83558 41928","400043","1","Maharashtra","Fatima Traders & Wholesaler",
"Shop no 2, Laxmi chayya building, Bhandup Station Rd, near top 10 mobile shop, Bhandup West, Mumbai, Maharashtra 400078, India","Children's clothing store","+91 97734 20641","400078","6","Maharashtra","Jack N Jill",
"Shop 38, Pipermentwala Estate, Lal Bahadur Shastri Marg, Dina Bama Estate, Bhandup West, Mumbai, Maharashtra 400078, India","Children's clothing store","+91 77383 81606","400078","99","Maharashtra","HanselNGretel.in","http://hanselngretel.in/"
"Shop no. 13, Besides Ration shop, W, Kurla, Mumbai, Maharashtra 400070, India","Baby clothing store","+91 93727 42973","400070","1","Maharashtra","Krishna Ethnic wear",
"Plot No, 8, Sadashiv Bhavan, 35, Ram Ratan Trivedi Rd, Vidya Vihar, Mulund West, Mumbai, Maharashtra 400080, India","Baby clothing store","+91 83694 20704","400080","147","Maharashtra","National Dresses",
"Shop Number.3, Haji Nazar Ali Chawl, New Mill Rd, BMC Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby clothing store","+91 93240 96075","400070","4","Maharashtra","A To Z Mini Market",
"6, Sahar Rd, opp. Jain Tempal, Halwai Nagar, Koldongri, Andheri ( E, Mumbai, Maharashtra 400069, India","Baby clothing store","+91 91679 21362","400069","4","Maharashtra","OM SAI GARMENTS",
"1st Rd, Khar, Ram Krishna Nagar, Khar West, Mumbai, Maharashtra 400052, India","Clothing store","+91 93222 21515","400052","0","Maharashtra","Kwality Dresses",
"D-6, Jai Shastri Nagar, Highland Park, Mulund West, Mumbai, Maharashtra 400082, India","Baby clothing store","+91 93246 12542","400082","12","Maharashtra","Mum's Caress","http://www.mumscaress.com/"
"Gala No B/2, First Floor, Lokmanya Tilak Nagar, Saki Naka, Mumbai, Maharashtra 400072, India","Baby clothing store","+91 99671 43068","400072","33","Maharashtra","Arvesa","http://arvesa.in/"
"Shop No 1, 2, Lal Bahadur Shastri Marg, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby clothing store","+91 98333 43998","400070","55","Maharashtra","SOBRON KIDS WEAR",
"Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India","Baby store","+91 83568 30369","400024","0","Maharashtra","Majid Clothes",
"Amity Appartment, Hill Road, Kurla West, New Hall Road, Christian Gaon, Mumbai, Maharashtra 400070, India","Baby store","+91 98929 63609","400070","0","Maharashtra","We Care Diaper Points",
"90 Feet Rd, Friends Colony, Bhandup East, Mumbai, Maharashtra 400042, India","Baby clothing store","+91 99200 41049","400042","4","Maharashtra","Cuddle Quilts...Warmth from the Heart❤️","https://www.instagram.com/cuddle_quilts?igsh=MXJwa3RzaTMzZnpnbw=="
"Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's clothing store",,"400086","906","Maharashtra","Mia & Mio",
"shop no 4A, Sanghvi Square, Mahatma Gandhi Rd, opp. bank of baroda, near chadva crockery, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Children's store","+91 98334 65522","400086","28","Maharashtra","New hello tweety",
"Shop No. 788, 1/2Azad, Nagar, near Sai Baba Mandir, Kasturi Park, Maneklal Estate, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 98674 18580","400086","0","Maharashtra","Brother Diapers",
"Swami Vivekananda Rd, opp. Railway Station, Gyan Nagar, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092, India","Stationery store","+91 98213 70707","400092","0","Maharashtra","Anupam Stationery Superstore Private Limited","https://www.anupamsuperstore.com/"
"Kabhi Bhi, Plot No 13, Rd Number 9, near Apna Naka, Govandi Slums, Govandi West, Aoo, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 79833 26633","400043","0","Maharashtra","IRFAN",
"Postal Colony, Chembur, Mumbai, Maharashtra 400071, India","Baby store","+91 77269 84053","400071","0","Maharashtra","Diviya Ready",
"Shop No. 3, Jas Villa, Near, Orlem Market Ln, Malad, Orlem, Malad West, Mumbai, Maharashtra 400064, India","Baby clothing store","+91 96197 97694","400064","0","Maharashtra","New Baby's",
"1st Floor, Cots and Cuddles, 24, Swami Vivekananda Rd, above DTDC, opposite Dream Suzuki Showroom, Mumbai, Maharashtra 400058, India","Toy store","+91 70457 15842","400058","350","Maharashtra","Cots and Cuddles","https://www.cotsandcuddles.com/"
"i-Plot, SAI SHRADDHA BUILDING, A1, Shop No.5, Daulat Nagar, Santacruz (West), Mumbai, Maharashtra 400054, India","Baby store",,,"5",,"Ahad Baby Shop","https://ahadbabyshop.in/"
"Shop no 113, hi tech commercial complex, LIG Colony, Vinobha Bhave Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby store",,,"0",,"National Enterprises",
"Shop No 18, Moti Building, opp. Sodawala Lane, Roshan Nagar, Borivali, W, Mumbai, Maharashtra 400092, India","Children's clothing store","+91 86558 81724","400092","191","Maharashtra","Mumkins Kids Wear","http://www.mumkins.in/"
"Lal Tiwari Rd, near faizane Raza masjid, Kandivali, Ganesh Nagar, Kandivali West, Mumbai, Maharashtra 400067, India","Children's store","+91 75060 25351","400067","0","Maharashtra","Vip kids clothing store | kandiwali |",
"Shop No 6-7, Kalpataru Sparkle, near MIG Club, Siddharth Nagar, Bandra East, Mumbai, Maharashtra 400051, India","Clothing store","+91 85910 63709","400051","87","Maharashtra","Fabindia, Bandra East","http://www.fabindia.com/"
"Shop Number 10, Sharda Bhuvan, Narayan Joshi Rd, Jethava Nagar, Kandivali West, Mumbai, Maharashtra 400067, India","Baby clothing store","+91 88792 18055","400067","0","Maharashtra","Alankaar Dresses",
"Super Shopping Complex, Shop No. 25, nadco, SV Rd, near Trupti Farsan, Andheri West, Mumbai, Maharashtra 400058, India","Toy store","+91 98677 35675","400058","69","Maharashtra","Big Town - toys and bag store",
"Shop No. 1, Goyal Shopping Arcade, Bharucha Rd, Sundar Nagar, Borivali West, Mumbai, Maharashtra 400092, India","Baby clothing store",,"400092","6","Maharashtra","Sunita Kids Wear",
"22/173, Motilal Nagar No. 1, near Buddh Mandir, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India","Baby clothing store","+91 81697 26392","400104","31","Maharashtra","Kilkaari Kidswear Private Limited","https://kilkaari.shop/"
"Shop No.F-47/48, Moksh Plaza, SV Rd, near BORIVALI RAILWAY STATION, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092, India","Children's clothing store","+91 79779 64134","400092","107","Maharashtra","Pogo Kids Wear","https://www.instagram.com/pogokidsborivali/"
"Shop No 54, Malad Shopping Centre,Ground Floor, SV Rd, Malad West, Mumbai, Maharashtra 400064, India","Children's clothing store","+91 98213 33663","400064","53","Maharashtra","Panchratna Apparel","https://www.instagram.com/panchratna.apparel?r=nametag"
"Shop Number 8, Jawahar Darshan Building, Shivaji Chowk, Daftary Road, Malkani Estate, Malad East, Mumbai, Maharashtra 400097, India","Baby clothing store","+91 77180 37869","400097","49","Maharashtra","Lovely Kids Wear- Kids Wear in Malad",
"Shop no.46, new, Bhoomi Park Phase 2 Rd, Malad, Jankalyan Nagar, Malad West, Mumbai, Maharashtra 400095, India","Children's clothing store","+91 91678 89054","400095","15","Maharashtra","RITURAJ best kid's & new born shop","https://www.instagram.com/rituraj_apparels?igsh=bzF5M3BhZmxzZXEz"
"shop No. 6, New Highway Park, E-3, Kandivali, Gokul Heven, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101, India","Children's clothing store","+91 98190 91438","400101","2","Maharashtra","SMALL WONDER THAKUR COMPLEX",
"PRAVASI INDUSTRIAL ESTATE, Vishveshwar Nagar Rd, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India","Baby clothing store","+91 88284 85837","400063","2","Maharashtra","Parekh Clothing Company",
"Shop No. 4, DP Rd, near Ambedkar School, Kandivali, Gandhi Nagar, Ganesh Nagar, Kandivali West, Mumbai, Maharashtra 400067, India","Clothing store","+91 97737 38406","400067","0","Maharashtra","Tawakkal Garments",
"Shop No 1, Modispaces Volga, Sundar Vihar Socity, Shimpoli Rd, opp. Bank of Baroda, Rayani Gram, Borivali West, Mumbai, Maharashtra 400092, India","Baby clothing store","+91 81695 44933","400092","79","Maharashtra","Elegant kids studio",
"A-3, Veena Sargam, Boraspada Rd, Mahavir Nagar, Panchsheel Garden, Siddhivinayak Nagar, Kandivali West, Mumbai, Maharashtra 400067, India","Baby store",,"400067","12","Maharashtra","Do Little Kids Fashion",
"Bharat optimus, Marve Rd, Malad, Adarsh Nagar, Malad West, Mumbai, Maharashtra 400064, India","Baby store","+91 98203 03865","400064","0","Maharashtra","Baby Giggles by Nipa Shah","http://www.instagram.com/babygiggles.in"
"2, Evershine Nagar Rd, Malad, Evershine Nagar, Malad West, Mumbai, Maharashtra 400064, India","Baby clothing store","+91 98203 62449","400064","15","Maharashtra","Sweety Collection",
"Room no 9, Baxising Chawl, near times of india, Bandongri, Tanji Nagar, Kurar Village, Malad East, Mumbai, Maharashtra 400097, India","Baby clothing store",,"400097","1","Maharashtra","Chamunda Garments",
"Shop Number 9, B, Lokhandwala Cir, Kandivali, MHADA Colony, Lokhandwala Twp, Kandivali East, Mumbai, Maharashtra 400101, India","Clothing store","+91 98924 13230","400101","19","Maharashtra","Cute Baby",
"Shop No.7, Bharucha Rd, Maratha Colony, Dahisar East, Mumbai, Maharashtra 400068, India","Clothing store","+91 85915 14482","400068","0","Maharashtra","Rangila",
